0.000000000000000000e+00	-8.090480463271238420e-05	9.393099802096460671e-03	-5.672528877532281855e-02	5.081677760111048547e-01	6.567969182115027671e-01
1.250000000000000000e-01	6.450291915234391779e-05	-1.982745234170691685e-03	-2.073847365486042663e-02	6.549260828681122693e-01	2.394933412232856940e-01
2.500000000000000000e-01	-6.178527622573990526e-05	1.075198997013833337e-03	3.123165540206398073e-03	6.151951882503889912e-01	-3.642967451947997509e-02
3.750000000000000000e-01	6.032391355677878058e-05	-7.300888625576983830e-04	-1.308836015441207845e-03	6.386459901831794683e-01	1.485990693022607063e-02
5.000000000000000000e-01	-5.932104628844810779e-05	5.502438663835685761e-04	7.227379195520991680e-04	6.218359465142102582e-01	-8.654353263256546816e-03
6.250000000000000000e-01	5.856165077831389806e-05	-4.402091721351966669e-04	-4.601497506590826654e-04	6.347784378343758194e-01	4.998105229794068405e-03
7.500000000000000000e-01	-5.796160907919085389e-05	3.656844795567219331e-04	3.276941131125656569e-04	6.240695546225282220e-01	-3.959493714398675326e-03
8.750000000000000000e-01	5.749312976138009419e-05	-3.087758191969477550e-04	-1.464202998671044792e-04	6.330089758365380348e-01	2.399826074696543958e-03
1.000000000000000000e+00	-5.721663042286728631e-05	3.069574222807594142e-04	3.349274519700346409e-04	6.251420152316090606e-01	-2.347173170535907585e-03
1.125000000000000000e+00	5.809655543800736993e-05	-1.744412790205591860e-04	6.030575099924156718e-05	6.319600453350184832e-01	1.315427484970783023e-03
1.250000000000000000e+00	-2.643425610587481713e-05	3.311451837879878413e-04	4.015500346674422323e-04	6.257298679000203867e-01	-1.607657889705195985e-03
1.375000000000000000e+00	1.149529995733328166e-04	-1.338538781911224601e-05	2.971591784889455394e-04	6.312415975367525744e-01	7.969108192030140841e-04
1.500000000000000000e+00	3.288389270833931522e-05	4.503314176028180979e-04	5.391959745892706312e-04	6.260860001512518203e-01	-1.201734744080561581e-03
1.625000000000000000e+00	1.726116794403674711e-04	2.028782922267078704e-04	5.079518849505648432e-04	6.307045531279183992e-01	4.707897291851363664e-04
1.750000000000000000e+00	8.654557703972193261e-05	6.540635467406495825e-04	7.864623071010903594e-04	6.262963918313133593e-01	-9.666839182576967421e-04
1.875000000000000000e+00	2.215102054030082806e-04	5.183169096618021584e-04	7.827790698586482116e-04	6.302725508112945185e-01	2.946723192500314676e-04
2.000000000000000000e+00	1.395992636151558168e-04	9.680248711726958857e-04	1.001673321105788893e-03	6.264280782307213302e-01	-8.009433663344214891e-04
2.125000000000000000e+00	2.783421337461806878e-04	9.200735414524412441e-04	1.085260462098996438e-03	6.299146164511526536e-01	1.496951481712211786e-04
2.250000000000000000e+00	2.039945017115256355e-04	1.403307092113865702e-03	1.310128148904724519e-03	6.264949756411115622e-01	-7.043945204425186221e-04
2.375000000000000000e+00	3.602601115099017320e-04	1.445546928062163821e-03	1.400000327730068113e-03	6.295998288986744962e-01	7.363154544871122243e-05
2.500000000000000000e+00	2.923933934854625874e-04	1.964826905333709288e-03	1.612977059165408280e-03	6.265278809140861771e-01	-6.145685384274145397e-04
2.625000000000000000e+00	4.540806205551019769e-04	2.092488617325170136e-03	1.756911909207181655e-03	6.293251837666821169e-01	-5.175732367126985110e-06
2.750000000000000000e+00	3.874555519592647892e-04	2.669498774019120682e-03	1.970063768964303453e-03	6.265255679260136601e-01	-5.720494565346262222e-04
2.875000000000000000e+00	5.301742881922067623e-04	2.882652603481969996e-03	2.072546195695332098e-03	6.290695400285595262e-01	-4.391171709062776323e-05
3.000000000000000000e+00	4.577330743550776944e-04	3.500766974208232522e-03	2.267292516378397252e-03	6.265059441760455483e-01	-5.125393980026696737e-04
3.125000000000000000e+00	5.973311257823156516e-04	3.792030726539821848e-03	2.371298774092335353e-03	6.288404907983858871e-01	-9.137664733617689098e-05
3.250000000000000000e+00	5.199993180819511250e-04	4.451860497790251919e-03	2.581099608330047687e-03	6.264651087772259430e-01	-4.946792935459823739e-04
3.375000000000000000e+00	6.650645886045093583e-04	4.827272319890894663e-03	2.694667095737662138e-03	6.286194230876672728e-01	-1.234756536404784191e-04
3.500000000000000000e+00	5.910721734154094145e-04	5.532652362133308466e-03	2.835510554089954761e-03	6.264099286222529761e-01	-4.582281373813615810e-04
3.625000000000000000e+00	7.307075139862522504e-04	5.964554451315134953e-03	2.927733651338941187e-03	6.284146450695868857e-01	-1.304433170668927583e-04
3.750000000000000000e+00	6.508532062101638101e-04	6.706923839428466892e-03	3.048519438876648099e-03	6.263516346813932101e-01	-4.436077639621888624e-04
3.875000000000000000e+00	7.862805859398475181e-04	7.187271355025123300e-03	3.099554394311946834e-03	6.282164007644065462e-01	-1.676635145650902685e-04
4.000000000000000000e+00	6.813284655533523044e-04	7.950110123092227199e-03	3.199105732296605997e-03	6.262767073702655285e-01	-4.215925797503068824e-04
4.125000000000000000e+00	8.201547111704667221e-04	8.470386235563976199e-03	3.240151261659243893e-03	6.280279948463151074e-01	-1.651120677157336830e-04
4.250000000000000000e+00	7.077259836588530246e-04	9.249687769763847642e-03	3.277748082771531415e-03	6.262029202777024128e-01	-4.091733329426283086e-04
4.375000000000000000e+00	8.208745211099862998e-04	9.785043421540320224e-03	3.275752378397808143e-03	6.278451389775110414e-01	-1.971617007914434081e-04
4.500000000000000000e+00	7.069594877028773832e-04	1.056354450767958870e-02	3.297415518613337759e-03	6.261148104934360914e-01	-3.972774894560310147e-04
4.625000000000000000e+00	8.225802597821096169e-04	1.110758893059892415e-02	3.229240960795701654e-03	6.276675992537750215e-01	-1.897071746926554472e-04
4.750000000000000000e+00	6.864148891983171824e-04	1.185874619101625650e-02	3.195846950003187244e-03	6.260300320695898479e-01	-3.841414217850930247e-04
4.875000000000000000e+00	7.861943218871142273e-04	1.238939676085465923e-02	3.105814552466393524e-03	6.274959299200992824e-01	-2.176762207806081859e-04
5.000000000000000000e+00	6.509969675165301487e-04	1.310444333326196524e-02	3.014249091370212272e-03	6.259327545315289676e-01	-3.803390426228284897e-04
5.125000000000000000e+00	7.327722931229850014e-04	1.359836832554605322e-02	2.897034768155432646e-03	6.273259598353463362e-01	-2.082958247695018239e-04
5.250000000000000000e+00	5.884933417912204803e-04	1.426640193404572245e-02	2.767578004133116731e-03	6.258396690077667746e-01	-3.651792861975558697e-04
5.375000000000000000e+00	6.609864081359366310e-04	1.470840369708905845e-02	2.636624817276715226e-03	6.271627645088897474e-01	-2.322497303860176631e-04
5.500000000000000000e+00	5.081207333908627222e-04	1.532391388286683843e-02	2.564116702039324208e-03	6.257358786998211686e-01	-3.679976658133573089e-04
5.625000000000000000e+00	5.706952123528518522e-04	1.573683369320017997e-02	2.515921793842300445e-03	6.269983096740249229e-01	-2.231211212066987106e-04
5.750000000000000000e+00	4.034786327604655267e-04	1.633301360075379779e-02	2.500479774902860091e-03	6.256361678849120533e-01	-3.504221437822512691e-04
5.875000000000000000e+00	5.111581415728488767e-04	1.673973984140085872e-02	2.421178072191166632e-03	6.268417091812981123e-01	-2.427797732688221711e-04
6.000000000000000000e+00	4.406427652890829052e-04	1.730411298690400987e-02	2.418503922060533627e-03	6.255276717958588861e-01	-3.582210665668962937e-04
